,number_of_triangles,primitive_type,disturbed_areas_cnt,triangle_0_x,triangle_1_x,triangle_2_x,triangle_3_x,triangle_4_x,triangle_5_x,triangle_0_y,triangle_1_y,triangle_2_y,triangle_3_y,triangle_4_y,triangle_5_y,triangle_0_width,triangle_1_width,triangle_2_width,triangle_3_width,triangle_4_width,triangle_5_width,triangle_0_height,triangle_1_height,triangle_2_height,triangle_3_height,triangle_4_height,triangle_5_height,disturbed_area_0_yAL,disturbed_area_1_yAL,disturbed_area_2_yAL,disturbed_area_3_yAL,disturbed_area_4_yAL,disturbed_area_5_yAL,disturbed_area_0_yBL,disturbed_area_1_yBL,disturbed_area_2_yBL,disturbed_area_3_yBL,disturbed_area_4_yBL,disturbed_area_5_yBL,disturbed_area_0_width,disturbed_area_1_width,disturbed_area_2_width,disturbed_area_3_width,disturbed_area_4_width,disturbed_area_5_width,disturbed_area_0_height,disturbed_area_1_height,disturbed_area_2_height,disturbed_area_3_height,disturbed_area_4_height,disturbed_area_5_height,target
3755,5,TissuePrimitiveType.RECTANGLE,3,223,260,295,337,370,,,,,,,,5,7,15,26,13,,14,26,18,35,30,,,,,,,,310,310,310,,,,42,51,34,,,,46,34,29,,,,ClassA
3756,4,TissuePrimitiveType.RECTANGLE,2,255,312,337,354,,,,,,,,,14,18,8,13,,,15,34,10,9,,,200,200,,,,,,,,,,,47,44,,,,,25,39,,,,,ClassC
3757,4,TissuePrimitiveType.CIRCLE,4,316,327,345,373,,,,,,,,,4,12,21,11,,,23,36,30,32,,,200,200,,,,,,,310,310,,,47,69,64,37,,,40,48,22,31,,,ClassA
3758,4,TissuePrimitiveType.RECTANGLE,7,251,292,321,360,,,,,,,,,24,4,19,15,,,18,13,20,22,,,200,200,200,,,,,,,310,310,310,70,32,66,66,58,61,33,28,45,30,37,21,ClassC
3759,2,TissuePrimitiveType.CIRCLE,5,286,322,,,,,,,,,,,23,21,,,,,31,10,,,,,200,200,,,,,,,310,310,310,,58,46,35,44,61,,38,29,40,47,43,,ClassB
3760,6,TissuePrimitiveType.RECTANGLE,4,141,244,281,326,341,366,,,,,,,28,29,28,10,20,18,20,33,28,13,32,20,200,200,,,,,,,310,310,,,45,70,50,54,,,44,46,44,36,,,ClassA
3761,4,TissuePrimitiveType.CIRCLE,4,58,141,334,366,,,,,,,,,26,8,25,8,,,35,16,36,34,,,,,,,,,310,310,310,310,,,52,31,65,67,,,27,42,20,44,,,ClassA
3762,3,TissuePrimitiveType.CIRCLE,2,181,266,330,,,,,,,,,,9,25,27,,,,34,30,16,,,,200,200,,,,,,,,,,,39,39,,,,,30,30,,,,,ClassA
3763,3,TissuePrimitiveType.RECTANGLE,5,85,164,359,,,,,,,,,,21,15,18,,,,18,31,31,,,,200,200,200,200,,,,,,,310,,43,43,56,55,38,,29,44,44,20,21,,ClassA
3764,5,TissuePrimitiveType.CIRCLE,3,176,193,255,324,355,,,,,,,,9,23,24,20,19,,27,10,13,34,19,,200,,,,,,,310,310,,,,52,36,43,,,,44,48,32,,,,ClassA
3765,5,TissuePrimitiveType.CIRCLE,4,300,325,336,350,367,,,,,,,,10,5,7,12,16,,24,23,18,34,29,,200,,,,,,,310,310,310,,,50,37,42,54,,,49,36,36,49,,,ClassB
3766,6,TissuePrimitiveType.CIRCLE,4,49,112,182,286,329,357,,,,,,,6,21,9,21,16,20,27,19,15,31,11,9,200,200,200,,,,,,,310,,,69,56,61,43,,,28,46,46,37,,,ClassA
3767,3,TissuePrimitiveType.CIRCLE,0,228,283,313,,,,,,,,,,27,23,8,,,,8,12,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassB
3768,1,TissuePrimitiveType.NOPRIMITIVE,5,83,,,,,,,,,,,,30,,,,,,25,,,,,,200,200,200,,,,,,,310,310,,35,65,59,43,70,,35,21,42,31,25,,ClassC
3769,3,TissuePrimitiveType.CIRCLE,3,193,256,352,,,,,,,,,,19,21,12,,,,10,35,23,,,,200,,,,,,,310,310,,,,36,43,41,,,,24,50,38,,,,ClassB
3770,4,TissuePrimitiveType.RECTANGLE,3,221,272,286,335,,,,,,,,,28,7,22,21,,,10,12,30,29,,,200,200,,,,,,,310,,,,32,37,33,,,,38,24,34,,,,ClassA
3771,3,TissuePrimitiveType.CIRCLE,3,182,217,332,,,,,,,,,,29,8,8,,,,15,10,32,,,,200,200,,,,,,,310,,,,42,35,67,,,,36,42,25,,,,ClassC
3772,4,TissuePrimitiveType.RECTANGLE,4,243,269,328,351,,,,,,,,,17,29,14,14,,,13,14,14,24,,,200,200,,,,,,,310,310,,,37,55,45,41,,,31,33,34,27,,,ClassC
3773,1,TissuePrimitiveType.RECTANGLE,5,16,,,,,,,,,,,,14,,,,,,29,,,,,,200,200,200,200,,,,,,,310,,42,59,32,32,59,,45,21,24,34,43,,ClassC
3774,3,TissuePrimitiveType.CIRCLE,2,228,324,341,,,,,,,,,,17,6,6,,,,12,33,11,,,,200,200,,,,,,,,,,,38,41,,,,,34,37,,,,,ClassC
3775,4,TissuePrimitiveType.CIRCLE,5,126,143,332,350,,,,,,,,,9,28,8,22,,,11,35,14,36,,,200,200,,,,,,,310,310,310,,45,64,60,70,40,,48,20,48,35,25,,ClassA
3776,6,TissuePrimitiveType.CIRCLE,2,147,215,271,305,323,352,,,,,,,23,13,17,11,24,29,31,34,32,11,35,9,200,,,,,,,310,,,,,51,63,,,,,47,35,,,,,ClassA
3777,2,TissuePrimitiveType.CIRCLE,5,221,264,,,,,,,,,,,12,21,,,,,27,9,,,,,200,200,,,,,,,310,310,310,,44,44,68,69,66,,42,29,44,44,30,,ClassB
3778,3,TissuePrimitiveType.NOPRIMITIVE,2,195,217,292,,,,,,,,,,15,13,17,,,,31,15,17,,,,,,,,,,310,310,,,,,44,30,,,,,49,21,,,,,ClassC
3779,4,TissuePrimitiveType.RECTANGLE,6,266,307,341,359,,,,,,,,,25,27,11,24,,,10,31,31,35,,,200,200,200,200,,,,,,,310,310,37,53,31,56,67,50,41,47,28,47,28,34,ClassA
3780,0,TissuePrimitiveType.CIRCLE,5,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,,,,,,,310,310,,42,40,55,50,54,,48,48,48,45,44,,ClassC
3781,0,TissuePrimitiveType.CIRCLE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,310,,,,,32,31,,,,,32,29,,,,,ClassB
3782,3,TissuePrimitiveType.CIRCLE,8,78,290,314,,,,,,,,,,12,17,25,,,,23,18,13,,,,200,200,200,200,,,,,,,310,310,53,31,62,31,47,43,23,34,36,30,34,44,ClassB
3783,1,TissuePrimitiveType.CIRCLE,5,52,,,,,,,,,,,,27,,,,,,23,,,,,,200,200,,,,,,,310,310,310,,45,42,67,53,56,,21,29,40,43,46,,ClassB
3784,4,TissuePrimitiveType.CIRCLE,5,280,307,341,357,,,,,,,,,8,10,9,27,,,16,26,26,16,,,200,200,,,,,,,310,310,310,,31,42,66,51,70,,49,43,22,41,29,,ClassB
3785,3,TissuePrimitiveType.CIRCLE,4,13,107,339,,,,,,,,,,17,17,30,,,,20,19,33,,,,200,200,,,,,,,310,310,,,39,46,41,63,,,40,36,37,30,,,ClassA
3786,3,TissuePrimitiveType.CIRCLE,0,169,288,324,,,,,,,,,,19,11,4,,,,22,26,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassB
3787,5,TissuePrimitiveType.CIRCLE,3,234,254,290,336,364,,,,,,,,6,24,7,22,20,,8,19,35,28,30,,,,,,,,310,310,310,,,,50,38,68,,,,24,43,38,,,,ClassA
3788,3,TissuePrimitiveType.CIRCLE,6,61,151,267,,,,,,,,,,30,28,28,,,,12,32,26,,,,200,200,200,200,,,,,,,310,310,59,37,34,56,54,51,31,31,48,37,31,22,ClassA
3789,3,TissuePrimitiveType.RECTANGLE,2,305,360,374,,,,,,,,,,22,5,10,,,,12,32,15,,,,200,,,,,,,310,,,,,45,56,,,,,25,40,,,,,ClassC
3790,5,TissuePrimitiveType.NOPRIMITIVE,7,122,156,317,352,373,,,,,,,,23,25,23,15,10,,17,17,14,24,14,,200,200,200,200,,,,,,,310,310,32,59,56,44,40,39,21,38,47,44,35,47,ClassA
3791,4,TissuePrimitiveType.CIRCLE,3,164,257,302,349,,,,,,,,,5,16,22,29,,,11,28,13,33,,,,,,,,,310,310,310,,,,67,68,31,,,,38,25,20,,,,ClassA
3792,5,TissuePrimitiveType.CIRCLE,3,204,235,290,325,355,,,,,,,,26,24,24,25,29,,16,10,11,26,35,,200,200,200,,,,,,,,,,52,67,58,,,,27,24,33,,,,ClassA
3793,5,TissuePrimitiveType.RECTANGLE,3,134,203,281,312,344,,,,,,,,11,15,9,25,28,,19,10,12,15,34,,200,,,,,,,310,310,,,,64,61,48,,,,38,26,48,,,,ClassA
3794,4,TissuePrimitiveType.CIRCLE,2,23,196,269,317,,,,,,,,,10,17,7,22,,,15,29,15,8,,,200,200,,,,,,,,,,,60,40,,,,,28,41,,,,,ClassC
3795,5,TissuePrimitiveType.CIRCLE,2,257,268,292,327,354,,,,,,,,5,18,30,21,29,,31,22,30,27,35,,,,,,,,310,310,,,,,43,69,,,,,41,23,,,,,ClassA
3796,3,TissuePrimitiveType.RECTANGLE,1,202,229,309,,,,,,,,,,10,25,30,,,,8,28,34,,,,,,,,,,310,,,,,,37,,,,,,38,,,,,,ClassA
3797,3,TissuePrimitiveType.CIRCLE,1,33,290,348,,,,,,,,,,24,21,19,,,,14,11,12,,,,,,,,,,310,,,,,,59,,,,,,37,,,,,,ClassB
3798,4,TissuePrimitiveType.RECTANGLE,4,118,171,291,324,,,,,,,,,24,24,24,6,,,19,12,31,19,,,200,200,,,,,,,310,310,,,45,54,50,31,,,28,50,20,38,,,ClassA
3799,0,TissuePrimitiveType.CIRCLE,5,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,310,310,310,,46,30,33,41,45,,39,23,31,37,34,,ClassB
3800,3,TissuePrimitiveType.CIRCLE,5,219,261,326,,,,,,,,,,24,29,10,,,,23,25,22,,,,200,200,,,,,,,310,310,310,,68,63,48,48,47,,42,22,35,36,45,,ClassA
3801,1,TissuePrimitiveType.CIRCLE,4,20,,,,,,,,,,,,8,,,,,,14,,,,,,200,200,,,,,,,310,310,,,47,45,42,30,,,21,43,45,23,,,ClassB
3802,3,TissuePrimitiveType.CIRCLE,3,142,273,312,,,,,,,,,,24,23,11,,,,35,16,26,,,,200,,,,,,,310,310,,,,60,56,52,,,,39,46,30,,,,ClassA
3803,4,TissuePrimitiveType.CIRCLE,2,217,288,351,365,,,,,,,,,20,19,8,10,,,29,23,33,9,,,200,,,,,,,310,,,,,48,39,,,,,24,36,,,,,ClassB
3804,4,TissuePrimitiveType.CIRCLE,3,40,202,331,374,,,,,,,,,15,9,15,6,,,11,26,29,12,,,200,200,,,,,,,310,,,,61,38,65,,,,33,36,43,,,,ClassC
3805,4,TissuePrimitiveType.CIRCLE,4,308,331,348,361,,,,,,,,,6,5,8,19,,,14,25,29,24,,,200,200,,,,,,,310,310,,,55,64,35,63,,,36,44,29,47,,,ClassB
3806,4,TissuePrimitiveType.RECTANGLE,4,209,279,318,353,,,,,,,,,13,27,21,19,,,29,24,31,21,,,200,200,200,200,,,,,,,,,34,48,54,54,,,37,43,41,46,,,ClassA
3807,3,TissuePrimitiveType.RECTANGLE,0,126,203,313,,,,,,,,,,4,5,17,,,,24,18,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassC
3808,4,TissuePrimitiveType.CIRCLE,2,215,257,311,370,,,,,,,,,13,23,12,14,,,35,13,32,14,,,,,,,,,310,310,,,,,41,33,,,,,40,30,,,,,ClassB
3809,6,TissuePrimitiveType.CIRCLE,2,278,312,339,348,365,380,,,,,,,25,22,4,10,10,4,12,14,19,24,24,22,,,,,,,310,310,,,,,39,40,,,,,38,45,,,,,ClassB
3810,4,TissuePrimitiveType.CIRCLE,6,263,319,347,361,,,,,,,,,20,7,4,13,,,11,19,27,34,,,200,200,200,200,,,,,,,310,310,69,34,40,53,53,49,23,29,43,28,22,38,ClassC
3811,4,TissuePrimitiveType.CIRCLE,2,105,205,295,328,,,,,,,,,9,13,22,29,,,27,8,24,15,,,,,,,,,310,310,,,,,66,49,,,,,34,30,,,,,ClassB
3812,1,TissuePrimitiveType.CIRCLE,3,337,,,,,,,,,,,,19,,,,,,30,,,,,,200,,,,,,,310,310,,,,63,56,49,,,,48,29,31,,,,ClassB
3813,4,TissuePrimitiveType.RECTANGLE,1,70,174,208,341,,,,,,,,,8,10,5,10,,,36,36,13,23,,,,,,,,,310,,,,,,42,,,,,,25,,,,,,ClassC
3814,4,TissuePrimitiveType.CIRCLE,3,255,297,337,367,,,,,,,,,12,17,25,17,,,29,35,12,17,,,200,200,200,,,,,,,,,,63,35,68,,,,47,41,46,,,,ClassA
3815,2,TissuePrimitiveType.RECTANGLE,5,124,343,,,,,,,,,,,15,15,,,,,15,36,,,,,200,200,,,,,,,310,310,310,,62,61,61,59,30,,38,46,23,43,34,,ClassC
3816,4,TissuePrimitiveType.CIRCLE,7,58,245,317,346,,,,,,,,,4,6,17,28,,,24,32,30,31,,,200,200,200,,,,,,,310,310,310,67,62,61,62,35,47,24,37,42,50,36,32,ClassA
3817,4,TissuePrimitiveType.CIRCLE,4,55,178,248,288,,,,,,,,,15,10,27,28,,,21,15,12,22,,,200,200,,,,,,,310,310,,,44,40,46,68,,,35,28,23,41,,,ClassA
3818,1,TissuePrimitiveType.CIRCLE,1,100,,,,,,,,,,,,27,,,,,,21,,,,,,200,,,,,,,,,,,,56,,,,,,47,,,,,,ClassC
3819,3,TissuePrimitiveType.CIRCLE,3,113,161,327,,,,,,,,,,5,20,21,,,,33,30,23,,,,200,200,,,,,,,310,,,,45,33,68,,,,26,31,29,,,,ClassC
3820,3,TissuePrimitiveType.RECTANGLE,4,301,335,372,,,,,,,,,,24,30,6,,,,8,22,13,,,,200,,,,,,,310,310,310,,,70,64,56,42,,,24,42,31,23,,,ClassC
3821,4,TissuePrimitiveType.CIRCLE,5,224,258,298,349,,,,,,,,,26,14,5,17,,,15,35,32,16,,,200,200,200,,,,,,,310,310,,30,60,47,70,46,,30,39,31,34,34,,ClassC
3822,4,TissuePrimitiveType.CIRCLE,3,285,332,352,369,,,,,,,,,20,7,10,15,,,10,35,28,24,,,200,,,,,,,310,310,,,,62,51,64,,,,42,38,48,,,,ClassB
3823,5,TissuePrimitiveType.CIRCLE,4,205,267,306,318,360,,,,,,,,11,27,4,25,7,,18,22,16,24,22,,200,,,,,,,310,310,310,,,65,39,42,40,,,39,24,21,38,,,ClassA
3824,3,TissuePrimitiveType.CIRCLE,6,45,184,195,,,,,,,,,,12,5,9,,,,8,21,20,,,,200,200,,,,,,,310,310,310,310,48,41,51,66,49,58,24,44,23,34,28,42,ClassB
3825,3,TissuePrimitiveType.RECTANGLE,2,94,163,240,,,,,,,,,,17,20,9,,,,8,23,27,,,,200,200,,,,,,,,,,,35,59,,,,,33,48,,,,,ClassC
3826,1,TissuePrimitiveType.CIRCLE,1,26,,,,,,,,,,,,8,,,,,,22,,,,,,200,,,,,,,,,,,,68,,,,,,41,,,,,,ClassC
3827,3,TissuePrimitiveType.CIRCLE,4,237,297,313,,,,,,,,,,13,11,16,,,,11,28,13,,,,200,200,,,,,,,310,310,,,45,59,67,56,,,46,35,30,36,,,ClassB
3828,4,TissuePrimitiveType.RECTANGLE,0,62,246,297,335,,,,,,,,,10,11,5,19,,,18,32,10,36,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassC
3829,2,TissuePrimitiveType.CIRCLE,2,4,108,,,,,,,,,,,18,17,,,,,27,30,,,,,200,,,,,,,310,,,,,58,39,,,,,28,44,,,,,ClassB
3830,0,TissuePrimitiveType.RECTANGLE,3,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,,,,,,,,,,52,65,39,,,,36,29,49,,,,ClassC
3831,0,TissuePrimitiveType.CIRCLE,3,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,310,,,,39,39,51,,,,47,33,32,,,,ClassC
3832,4,TissuePrimitiveType.CIRCLE,4,112,272,314,357,,,,,,,,,10,30,16,10,,,17,21,31,9,,,200,,,,,,,310,310,310,,,62,59,30,39,,,44,50,33,36,,,ClassB
3833,4,TissuePrimitiveType.CIRCLE,4,134,285,330,365,,,,,,,,,22,24,4,4,,,31,8,10,33,,,200,200,,,,,,,310,310,,,31,68,60,32,,,47,46,26,29,,,ClassB
3834,6,TissuePrimitiveType.CIRCLE,2,156,208,240,281,344,366,,,,,,,18,22,4,12,14,16,27,34,26,24,8,10,,,,,,,310,310,,,,,64,43,,,,,37,23,,,,,ClassA
3835,3,TissuePrimitiveType.CIRCLE,5,313,344,370,,,,,,,,,,25,21,10,,,,8,13,28,,,,200,200,200,,,,,,,310,310,,36,55,42,31,53,,42,49,40,48,36,,ClassC
3836,2,TissuePrimitiveType.RECTANGLE,3,255,352,,,,,,,,,,,23,29,,,,,28,24,,,,,200,,,,,,,310,310,,,,62,50,65,,,,44,46,47,,,,ClassC
3837,4,TissuePrimitiveType.RECTANGLE,5,65,288,335,376,,,,,,,,,19,12,28,6,,,12,30,9,11,,,200,200,200,,,,,,,310,310,,37,39,59,43,39,,28,47,34,36,23,,ClassC
3838,3,TissuePrimitiveType.RECTANGLE,3,15,45,140,,,,,,,,,,24,16,14,,,,30,12,27,,,,200,200,,,,,,,310,,,,65,55,63,,,,26,33,34,,,,ClassC
3839,2,TissuePrimitiveType.CIRCLE,5,151,238,,,,,,,,,,,29,6,,,,,30,13,,,,,200,200,200,,,,,,,310,310,,32,40,40,36,68,,26,47,42,29,47,,ClassC
3840,3,TissuePrimitiveType.RECTANGLE,1,19,154,311,,,,,,,,,,30,8,4,,,,8,17,28,,,,,,,,,,310,,,,,,61,,,,,,25,,,,,,ClassC
3841,4,TissuePrimitiveType.CIRCLE,4,177,256,336,353,,,,,,,,,20,29,11,29,,,16,35,20,36,,,200,,,,,,,310,310,310,,,48,46,30,62,,,45,21,34,47,,,ClassA
3842,3,TissuePrimitiveType.CIRCLE,5,281,292,339,,,,,,,,,,4,6,15,,,,24,9,36,,,,200,200,200,,,,,,,310,310,,35,70,49,53,64,,23,43,39,45,20,,ClassC
3843,2,TissuePrimitiveType.CIRCLE,3,182,327,,,,,,,,,,,26,20,,,,,8,10,,,,,200,200,,,,,,,310,,,,43,56,41,,,,42,49,28,,,,ClassC
3844,3,TissuePrimitiveType.CIRCLE,4,316,337,363,,,,,,,,,,8,15,20,,,,10,28,34,,,,200,200,200,200,,,,,,,,,50,61,62,35,,,20,38,39,32,,,ClassC
3845,5,TissuePrimitiveType.CIRCLE,3,167,214,242,314,346,,,,,,,,5,12,29,27,30,,16,21,10,29,26,,200,200,,,,,,,310,,,,35,38,31,,,,32,23,50,,,,ClassA
3846,0,TissuePrimitiveType.CIRCLE,6,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,310,310,310,310,48,42,53,53,50,65,43,41,28,29,33,35,ClassB
3847,2,TissuePrimitiveType.CIRCLE,2,57,258,,,,,,,,,,,27,4,,,,,19,35,,,,,,,,,,,310,310,,,,,64,53,,,,,43,24,,,,,ClassB
3848,3,TissuePrimitiveType.RECTANGLE,2,321,350,367,,,,,,,,,,8,9,13,,,,12,14,10,,,,200,200,,,,,,,,,,,69,34,,,,,41,21,,,,,ClassC
3849,6,TissuePrimitiveType.CIRCLE,4,51,136,253,296,327,354,,,,,,,18,14,4,24,21,29,13,10,31,36,12,16,200,200,200,,,,,,,310,,,40,42,30,52,,,45,39,43,23,,,ClassA
3850,2,TissuePrimitiveType.CIRCLE,5,56,333,,,,,,,,,,,21,22,,,,,9,30,,,,,200,200,,,,,,,310,310,310,,69,37,45,53,30,,44,50,49,22,48,,ClassB
3851,3,TissuePrimitiveType.CIRCLE,2,346,361,372,,,,,,,,,,9,6,11,,,,16,11,8,,,,200,,,,,,,310,,,,,61,55,,,,,35,36,,,,,ClassB
3852,4,TissuePrimitiveType.CIRCLE,6,134,231,322,355,,,,,,,,,27,20,23,27,,,28,10,31,15,,,200,200,,,,,,,310,310,310,310,31,49,61,42,35,64,46,30,25,33,22,33,ClassA
3853,3,TissuePrimitiveType.CIRCLE,6,43,151,309,,,,,,,,,,4,28,21,,,,35,20,22,,,,200,200,200,,,,,,,310,310,310,36,32,35,49,58,45,34,22,44,33,34,30,ClassB
3854,3,TissuePrimitiveType.CIRCLE,2,53,151,195,,,,,,,,,,10,22,18,,,,9,25,20,,,,,,,,,,310,310,,,,,54,58,,,,,27,21,,,,,ClassB
3855,3,TissuePrimitiveType.CIRCLE,7,80,214,317,,,,,,,,,,24,13,15,,,,23,35,19,,,,200,200,200,200,,,,,,,310,310,57,61,40,59,60,41,40,46,48,23,34,27,ClassC
3856,1,TissuePrimitiveType.CIRCLE,2,203,,,,,,,,,,,,22,,,,,,27,,,,,,,,,,,,310,310,,,,,40,58,,,,,38,32,,,,,ClassB
3857,5,TissuePrimitiveType.CIRCLE,4,179,291,324,338,367,,,,,,,,9,24,7,23,12,,17,27,36,11,17,,200,200,200,200,,,,,,,,,30,41,37,40,,,24,37,21,24,,,ClassA
3858,3,TissuePrimitiveType.CIRCLE,4,60,294,358,,,,,,,,,,20,8,24,,,,23,24,21,,,,200,200,,,,,,,310,310,,,37,51,47,51,,,32,23,29,29,,,ClassB
3859,4,TissuePrimitiveType.CIRCLE,6,107,210,316,348,,,,,,,,,20,27,14,16,,,24,11,13,36,,,200,200,200,,,,,,,310,310,310,61,51,65,31,31,55,25,44,48,39,31,35,ClassA
3860,0,TissuePrimitiveType.CIRCLE,8,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,200,,,,,,,310,310,33,51,58,48,67,34,41,43,45,31,39,42,ClassB
3861,4,TissuePrimitiveType.RECTANGLE,5,121,172,335,374,,,,,,,,,30,30,20,6,,,31,29,13,35,,,200,200,200,,,,,,,310,310,,36,36,61,33,53,,21,43,50,46,43,,ClassA
3862,4,TissuePrimitiveType.CIRCLE,2,255,266,346,363,,,,,,,,,4,27,8,21,,,30,28,20,8,,,200,200,,,,,,,,,,,58,40,,,,,47,25,,,,,ClassC
3863,2,TissuePrimitiveType.CIRCLE,2,59,94,,,,,,,,,,,17,11,,,,,24,35,,,,,,,,,,,310,310,,,,,41,30,,,,,34,47,,,,,ClassB
3864,4,TissuePrimitiveType.RECTANGLE,3,94,148,263,291,,,,,,,,,15,14,16,20,,,27,23,31,17,,,200,200,200,,,,,,,,,,35,31,53,,,,43,39,29,,,,ClassA
3865,3,TissuePrimitiveType.CIRCLE,5,123,340,362,,,,,,,,,,21,15,20,,,,9,36,36,,,,200,,,,,,,310,310,310,310,,33,50,63,56,70,,24,42,50,28,38,,ClassA
3866,3,TissuePrimitiveType.CIRCLE,4,311,345,375,,,,,,,,,,24,24,7,,,,34,32,12,,,,,,,,,,310,310,310,310,,,32,48,68,47,,,41,36,30,49,,,ClassA
3867,0,TissuePrimitiveType.CIRCLE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,37,,,,,,41,,,,,,ClassB
3868,6,TissuePrimitiveType.RECTANGLE,2,136,177,209,282,315,377,,,,,,,16,21,16,24,27,4,35,14,16,25,18,15,200,200,,,,,,,,,,,43,33,,,,,30,39,,,,,ClassA
3869,2,TissuePrimitiveType.CIRCLE,2,158,355,,,,,,,,,,,26,20,,,,,34,27,,,,,200,200,,,,,,,,,,,58,49,,,,,45,40,,,,,ClassA
3870,1,TissuePrimitiveType.CIRCLE,6,50,,,,,,,,,,,,13,,,,,,15,,,,,,200,200,,,,,,,310,310,310,310,39,49,62,32,31,50,39,43,43,21,48,28,ClassB
3871,2,TissuePrimitiveType.CIRCLE,3,268,312,,,,,,,,,,,19,23,,,,,27,27,,,,,200,200,200,,,,,,,,,,32,66,49,,,,48,40,22,,,,ClassC
3872,1,TissuePrimitiveType.CIRCLE,4,169,,,,,,,,,,,,5,,,,,,13,,,,,,200,200,,,,,,,310,310,,,66,59,60,54,,,22,37,47,23,,,ClassB
3873,3,TissuePrimitiveType.CIRCLE,2,183,204,300,,,,,,,,,,16,20,16,,,,36,11,27,,,,,,,,,,310,310,,,,,47,44,,,,,32,22,,,,,ClassB
3874,4,TissuePrimitiveType.CIRCLE,1,252,314,350,360,,,,,,,,,15,14,4,23,,,14,31,10,20,,,,,,,,,310,,,,,,41,,,,,,25,,,,,,ClassB
3875,3,TissuePrimitiveType.CIRCLE,3,179,314,370,,,,,,,,,,14,21,6,,,,34,20,21,,,,200,,,,,,,310,310,,,,44,38,60,,,,35,37,37,,,,ClassB
3876,3,TissuePrimitiveType.CIRCLE,4,132,272,286,,,,,,,,,,8,9,14,,,,22,9,22,,,,200,200,,,,,,,310,310,,,67,33,59,55,,,42,30,21,42,,,ClassB
3877,3,TissuePrimitiveType.RECTANGLE,3,239,329,358,,,,,,,,,,18,24,23,,,,14,31,11,,,,200,200,200,,,,,,,,,,31,48,40,,,,38,45,31,,,,ClassC
3878,3,TissuePrimitiveType.CIRCLE,3,60,325,361,,,,,,,,,,27,15,19,,,,8,11,13,,,,200,,,,,,,310,310,,,,63,67,70,,,,31,33,43,,,,ClassB
3879,5,TissuePrimitiveType.RECTANGLE,4,59,185,319,331,361,,,,,,,,16,20,6,24,23,,26,35,36,22,23,,200,200,,,,,,,310,310,,,62,60,58,43,,,37,27,31,47,,,ClassA
3880,5,TissuePrimitiveType.CIRCLE,0,8,167,221,274,324,,,,,,,,26,4,13,29,23,,27,27,35,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
3881,3,TissuePrimitiveType.RECTANGLE,2,126,306,341,,,,,,,,,,10,25,20,,,,36,31,23,,,,,,,,,,310,310,,,,,63,53,,,,,33,22,,,,,ClassA
3882,3,TissuePrimitiveType.CIRCLE,3,252,295,329,,,,,,,,,,30,13,12,,,,35,33,33,,,,,,,,,,310,310,310,,,,40,50,52,,,,47,41,20,,,,ClassA
3883,3,TissuePrimitiveType.CIRCLE,2,186,205,304,,,,,,,,,,14,18,14,,,,9,35,34,,,,,,,,,,310,310,,,,,56,40,,,,,21,20,,,,,ClassB
3884,4,TissuePrimitiveType.RECTANGLE,3,283,331,346,358,,,,,,,,,29,5,4,13,,,33,16,30,35,,,,,,,,,310,310,310,,,,66,30,55,,,,50,48,48,,,,ClassA
3885,1,TissuePrimitiveType.CIRCLE,4,273,,,,,,,,,,,,28,,,,,,17,,,,,,200,200,,,,,,,310,310,,,54,48,59,57,,,44,37,26,37,,,ClassB
3886,6,TissuePrimitiveType.RECTANGLE,4,56,89,206,248,291,340,,,,,,,24,11,18,9,30,16,24,17,18,12,31,16,200,200,200,,,,,,,310,,,46,49,68,45,,,36,50,42,45,,,ClassA
3887,3,TissuePrimitiveType.CIRCLE,4,231,306,343,,,,,,,,,,7,24,17,,,,36,28,26,,,,,,,,,,310,310,310,310,,,35,40,47,50,,,32,27,44,31,,,ClassB
3888,2,TissuePrimitiveType.CIRCLE,5,229,298,,,,,,,,,,,15,30,,,,,26,23,,,,,200,200,200,,,,,,,310,310,,31,54,70,55,53,,42,23,33,30,25,,ClassC
3889,1,TissuePrimitiveType.CIRCLE,2,146,,,,,,,,,,,,15,,,,,,19,,,,,,,,,,,,310,310,,,,,30,41,,,,,28,30,,,,,ClassB
3890,3,TissuePrimitiveType.CIRCLE,5,2,20,357,,,,,,,,,,5,14,15,,,,9,36,19,,,,200,200,,,,,,,310,310,310,,70,32,32,35,54,,43,20,23,41,49,,ClassB
3891,1,TissuePrimitiveType.RECTANGLE,4,215,,,,,,,,,,,,26,,,,,,28,,,,,,200,,,,,,,310,310,310,,,39,60,48,65,,,20,29,24,50,,,ClassC
